"version","doi","id_var","Typ","Nachname","Vorname","Gender","Geburtsjahr","Partei","Region","Funktion","TikTok","TikTok_Link","Instagram","Facebook","TikTok_Follower","TikTok_Alter","TikTok_Videos","TikTok_Likes","TikTok_Bio","V1_Link","V1_Views","V1_Likes","V1_Kommentare","V1_Shares","V1_Setting","V1_Selfie","V1_Kleidung","V1_Call","V1_Musik","V1_Familie","V1_Partei","V1_Trend","V2_Link","V2_Views","V2_Likes","V2_Kommentare","V2_Shares","V2_Setting","V2_Selfie","V2_Kleidung","V2_Call","V2_Musik","V2_Familie","V2_Partei","V2_Trend","V3_Link","V3_Views","V3_Likes","V3_Kommentare","V3_Shares","V3_Setting","V3_Selfie","V3_Kleidung","V3_Call","V3_Musik","V3_Familie","V3_Partei","V3_Trend","V4_Link","V4_Views","V4_Likes","V4_Kommentare","V4_Shares","V4_Setting","V4_Selfie","V4_Kleidung","V4_Call","V4_Musik","V4_Familie","V4_Partei","V4_Trend","V5_Link","V5_Views","V5_Likes","V5_Kommentare","V5_Shares","V5_Setting","V5_Selfie","V5_Kleidung","V5_Call","V5_Musik","V5_Familie","V5_Partei","V5_Trend","V6_Link","V6_Views","V6_Likes","V6_Kommentare","V6_Shares","V6_Setting","V6_Selfie","V6_Kleidung","V6_Call","V6_Musik","V6_Familie","V6_Partei","V6_Trend","V7_Link","V7_Views","V7_Likes","V7_Kommentare","V7_Shares","V7_Setting","V7_Selfie","V7_Kleidung","V7_Call","V7_Musik","V7_Familie","V7_Partei","V7_Trend","V8_Link","V8_Views","V8_Likes","V8_Kommentare","V8_Shares","V8_Setting","V8_Selfie","V8_Kleidung","V8_Call","V8_Musik","V8_Familie","V8_Partei","V8_Trend","V9_Link","V9_Views","V9_Likes","V9_Kommentare","V9_Shares","V9_Setting","V9_Selfie","V9_Kleidung","V9_Call","V9_Musik","V9_Familie","V9_Partei","V9_Trend","V10_Link","V10_Views","V10_Likes","V10_Kommentare","V10_Shares","V10_Setting","V10_Selfie","V10_Kleidung","V10_Call","V10_Musik","V10_Familie","V10_Partei","V10_Trend"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","125","Person","Eder","Heike","weiblich",1988,"ÖVP","Österreich","Nationalrat","ja","https://www.tiktok.com/@heike.eder01","ja","ja",132,49,17,851,"Nationalratsabgeordnete ‍‍‍ Mama ‍‍️Paralympics Pyeongchang Themen:Arbeit,Inklusion, Familien,Sport ️Vorarlberg","https://www.tiktok.com/@heike.eder01/video/7569156855281274134",13700,175,20,4,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","ja","https://www.tiktok.com/@heike.eder01/video/7560009449297939734",1329,147,1,0,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@heike.eder01/video/7559986156553702678",1249,78,0,0,"Arbeit","nein","formal","ja","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@heike.eder01/video/7559590771586829590",662,69,1,0,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@heike.eder01/video/7569210757930568982",2496,59,0,9,"Arbeit","nein","formal","ja","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@heike.eder01/video/7571541394897095958",936,49,0,3,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","ja","https://www.tiktok.com/@heike.eder01/video/7562626487170403607",583,45,1,0,"Arbeit","nein","formal","ja","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@heike.eder01/video/7582879781352475926",827,39,0,0,"Arbeit","nein","formal","ja","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@heike.eder01/video/7574136918326119702",490,36,0,0,"Arbeit","nein","formal","nein","ja","ja","nicht erkennbar","nein","https://www.tiktok.com/@heike.eder01/video/7559593897928838422",810,35,0,0,"Arbeit","nein","formal","ja","ja","nein","nicht erkennbar","ja"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","126","Person","Eder-Gitschthaler","Andrea","weiblich",1961,"ÖVP","Österreich","Bundesrat","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","127","Person","Edlinger","Josef","männlich",1969,"ÖVP","Niederösterreich","Landtag","nein",NA,"nein","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","128","Person","Edtstadler","Karoline","weiblich",1981,"ÖVP","Salzburg","Landesregierung","ja","https://www.tiktok.com/@karoline.edtstadler","ja","ja",24700,1483,262,466500,"Landeshauptfrau von Salzburg und Landesparteiobfrau der Volkspartei Salzburg","https://www.tiktok.com/@karoline.edtstadler/video/7273126224166260000",1300000,63400,665,1324,"Privat","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@karoline.edtstadler/video/7043388563978865925",908000,57200,2562,5819,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@karoline.edtstadler/video/7153704087752609030",375100,22700,1938,3313,"Arbeit","nein","formal","ja","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@karoline.edtstadler/video/7177430738588142853",365500,21300,1687,6432,"Arbeit","nein","formal","ja","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@karoline.edtstadler/video/7354342578269080864",874700,17900,1076,2000,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@karoline.edtstadler/video/7112861034808970501",296500,16000,783,387,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@karoline.edtstadler/video/7162125600499436806",174700,14300,4,689,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@karoline.edtstadler/video/7333321546322283809",283000,14100,179,141,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@karoline.edtstadler/video/7333321548062854432",279600,13500,308,120,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","ja","https://www.tiktok.com/@karoline.edtstadler/video/7161780022531853573",176400,12000,684,544,"Privat","nein","formal","ja","nein","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","129","Person","Egger","Eduard","männlich",1970,"FPÖ","Salzburg","Landtag","nein",NA,"ja","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","130","Person","Egger","Kurt","männlich",1974,"ÖVP","Österreich","Nationalrat","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","131","Person","Egger-Kranzinger","David","männlich",1987,"SPÖ","Salzburg","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","132","Person","Ehrenhöfer","Willibald","männlich",1972,"ÖVP","Steiermark","Landesregierung","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","133","Person","Eibinger-Miedl","Barbara","weiblich",1980,"ÖVP","Österreich","Bundesregierung","ja","https://www.tiktok.com/@barbaraeibinger","ja","ja",2,733,5,7,NA,"https://www.tiktok.com/@barbaraeibinger/video/7302158306502626566",171,2,1,0,"Privat","ja","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@barbaraeibinger/video/7302161195686022406",20,1,0,0,"Privat","nein","leger","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@barbaraeibinger/video/7302161094708088070",158,1,0,0,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@barbaraeibinger/video/7302160812993449222",140,1,0,0,"Arbeit","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@barbaraeibinger/photo/7302160636664876293",189,1,0,0,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","134","Person","Eichinger","Christian","männlich",1976,"KPÖ PLUS","Salzburg","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","135","Person","Einwallner","Reinhold","männlich",1973,"SPÖ","Vorarlberg","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","136","Person","Eisel-Eiselsberg","Detlev","männlich",1962,"ÖVP","Steiermark","Landtag","nein",NA,"nein","nein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","137","Person","Eisenhut","Irene","weiblich",1974,"FPÖ","Österreich","Nationalrat","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","138","Person","Eisenkopf","Astrid","weiblich",1984,"SPÖ","Burgenland","Landtag","ja","https://www.tiktok.com/@astrideisenkopf","ja","ja",345,579,17,575,". Präsidentin des Burgenländischen Landtages www.bgld-landtag.at","https://www.tiktok.com/@astrideisenkopf/video/7421863949181766944",2240,136,1,1,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@astrideisenkopf/video/7408840915403492641",5219,78,3,7,"Privat","nein","leger","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@astrideisenkopf/video/7376251402345139489",527,66,0,0,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@astrideisenkopf/video/7413688211886607649",2364,42,1,2,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@astrideisenkopf/video/7387692224315788577",4050,41,0,7,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@astrideisenkopf/video/7427453906172628256",2327,38,2,0,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@astrideisenkopf/video/7363632798952901921",914,30,0,0,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@astrideisenkopf/video/7404727545725275425",2234,21,2,0,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@astrideisenkopf/video/7359180744633142561",471,19,0,1,"Privat","nein","leger","ja","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@astrideisenkopf/video/7392230820083207457",2035,18,0,0,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","139","Person","Elian","Thomas","männlich",1989,"ÖVP","Österreich","Nationalrat","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","140","Person","Ellensohn","David","männlich",1963,"GRÜNE","Wien","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","141","Person","Emmerling","Bettina","weiblich",1980,"NEOS","Wien","Landesregierung","ja","https://www.tiktok.com/@bettina.emmerling","ja","ja",618,578,187,9384,"Vizebürgermeisterin der Stadt Wien","https://www.tiktok.com/@bettina.emmerling/video/7515780969127791904",85300,4141,76,145,"Privat","nein","leger","ja","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@bettina.emmerling/video/7489090665058438422",32900,608,115,135,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@bettina.emmerling/video/7486132877969689888",10600,238,7,97,"Privat","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@bettina.emmerling/video/7493976333484100896",16000,198,14,35,"Privat","nein","formal","nein","nein","nein","nicht erkennbar","nein","https://www.tiktok.com/@bettina.emmerling/video/7423411626759556385",4805,142,32,3,"Arbeit","nein","formal","ja","nein","nein","erkennbar","nein","https://www.tiktok.com/@bettina.emmerling/video/7491793662259580193",8900,96,112,8,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","nein","https://www.tiktok.com/@bettina.emmerling/video/7484247617644268822",2335,95,4,1,"Arbeit","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@bettina.emmerling/video/7420818894786481441",983,82,2,1,"Arbeit","nein","formal","nein","nein","nein","erkennbar","nein","https://www.tiktok.com/@bettina.emmerling/video/7501398034052435222",1321,61,7,0,"Arbeit","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@bettina.emmerling/video/7496048516435856662",506,58,3,1,"Arbeit","nein","formal","nein","ja","nein","nicht erkennbar","nein"
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","142","Person","Ender","Clemes","männlich",1971,"ÖVP","Vorarlberg","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","143","Person","Engl","Dagmar","weiblich",1975,"GRÜNE","Oberösterreich","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","144","Person","Engleitner-Neu","Sabine","weiblich",1968,"SPÖ","Oberösterreich","Landtag","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","145","Person","Erasim","Melanie","weiblich",1983,"SPÖ","Österreich","Nationalrat","nein",NA,"ja","ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1.0 (2026-03-05)","doi:10.11587/BA1ORN","146","Person","Erber","Anton","männlich",1968,"ÖVP","Niederösterreich","Landtag","ja","https://www.tiktok.com/@antonerber","ja","ja",5,1044,12,27,"Mein Name ist Anton Erber ich bin eure Stimme im NÖ Landtag für den Bez Scheibbs","https://www.tiktok.com/@antonerber/video/7186666333562522886",892,9,0,0,"Privat","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@antonerber/video/7187484990517677317",628,7,0,0,"Privat","nein","formal","nein","ja","nein","erkennbar","nein","https://www.tiktok.com/@antonerber/video/7188423707323387141",82,4,0,0,"Privat","nein","leger","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@antonerber/video/7190019355780975877",71,3,0,0,"Arbeit","nein","formal","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@antonerber/video/7192921831764970757",80,2,0,0,"Arbeit","nein","leger","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@antonerber/video/7193271091010243845",30,1,0,0,"Privat","nein","formal","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@antonerber/video/7192192917023264005",66,1,0,0,NA,"nein",NA,"ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@antonerber/video/7193358648662363398",5,0,0,0,"Privat","nein","leger","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@antonerber/video/7193358440805272837",2,0,0,0,"Privat","nein","formal","ja","ja","nein","erkennbar","nein","https://www.tiktok.com/@antonerber/video/7192198328895933702",51,0,0,0,"Arbeit","nein","formal","ja","nein","nein","erkennbar","nein"
